Code,Title,Description,Severity,Classification
16199,Other (maritime security),"Other security issues, perhaps like failure to report to a port’s security prior arrival, or missing security equipment (night-vision for watch maybe). Default moderate.",6,Process
00018,"MLC, 2006 - Minimum requirements to work on a ship",,,Process
18101,Minimum age,(Same as 09101) Already discussed; no under-16 (or under-18 in some duties). PSC treats as very serious.,8,Process
18102,Night working,(Same as 09234) Already addressed; violation if minors work nights.,6,Process
18103,Medical fitness,"If crew lack valid medical certificates (some flags put this under MLC rather than STCW code), similar to 01218; serious risk and compliance issue.",7,Process
18104,Recruitment and placement service,"MLC requires using licensed/regulated manning agencies. If crew were hired through a black-market agent or had to pay huge fees (evidence of unregulated service), PSC notes it. Not an immediate ship safety item, but important for crew rights. Possibly lead to warning or requirement to rectify (through flag).",5,Process
18199,Other (Minimum requirements),"Catch-all if any other breaches like not providing employment agreements to crew or lack of proper visa documents, etc.",6,Process
00182,"MLC, 2006 - Conditions of employment",,,Process
18201,Fitness for duty - work and rest hours,(Same as 09235) Already covered under fatigue; PSC strictly enforce now.,8,Process
18202,Legal documentation on work and rest hours,(Same as 09236) Already covered.,5,Process
18203,Wages,"If crew wages are unpaid or consistently delayed (common sign of owner financial trouble), PSC under MLC can detain the sh7】. Many detentions involve owed wages; port State ensures crew are paid before release. Score 8.",8,Process
18204,Calculation and payment,"Similar context to 18203 – if wage slips or calculations are unfair or not per contract (e.g., illegal deductions), it’s serious under MLC. Likely paired with 18203; PSC ensures back-pay and correct structure.",8,Process
18205,Measures to ensure transmission to seafarer's family,"If crew have elected allotments (portion of wage sent home) and company isn’t sending them, that’s an MLC breach. PSC sees that as less immediate than non-payment, but still to be fixed (crew families might be suffering). They’ll demand company correct it.",4,Process
18299,Other (Conditions of employment),"Might include issues like leave, repatriation time not honored, etc. Moderate by default.",6,Process
00183,"MLC, 2006 - Accommodation, recreational facilities, food and catering",,,Process
18301,"Noise, vibration and other ambient factors",Already touched in 09105 etc. MLC requires not exposing crew to excessive noise/vibration; PSC rarely measures this unless extreme. Minor unless a complaint is raised with evidence.,3,Process
18302,Sanitary Facilities,"Mirror of 09106, need enough and working WCs/showers. Already discussed.",6,Process
18303,Drainage,Mirror 09107.,4,Process
18304,Lighting (Accommodation),Mirror 09108.,4,Process
18305,Hospital accommodation (Sickbay),"Mirror 09111. If a required sickbay is missing or misused, moderate issue (detainable if truly no medical facility on a large crew ship).",5,Process
18306,"Sleeping room, additional spaces",Mirror 09114 etc.,4,Process
18307,Direct openings into sleeping rooms cargo/mach.,"Mirror 09115, serious.",8,Process
18308,Furnishings,Mirror 09116.,3,Process
18309,"Berth dimensions, etc.",Mirror 09117.,3,Process
18310,Minimum headroom,Mirror 09118.,2,Process
18311,Mess room and recreational facilities,"Mirror 09119 plus recreation spaces (MLC requires a lounge, etc.). PSC checks presence; usually minor unless totally lacking.",3,Process
18312,"Galley, handlingroom (maintenance)","Mirror 09124, galley hygiene.",5,Process
18313,Cleanliness,"Mirror 09127, addressed.",6,Process
18314,Provisions quantity,"Mirror 09128, serious.",8,Process
18315,Provisions quality and nutritional value,"Mirror 09129, serious. MLC adds nutritional adequacy (e.g., crew being fed only rice and no protein is not acceptable). PSC can detain if food is grossly inadequate nutritionally or spoiled.",8,Process
18316,"Water, pipes, tanks","Mirror 09130, essential.",8,Process
18317,Food personal hygiene,Mirror 09134.,5,Process
18318,Food temperature,Mirror 09135.,4,Process
18319,Food segregation,Mirror 09136.,3,Process
18320,Record of inspection (food and catering),Mirror 09137 (combo with 09122).,3,Process
18321,"Heating, air conditioning and ventilation","Combined requirement for climate control (similar to 09103 ventilation + adequate cooling/heating). PSC looks at this holistically (e.g., AC functional in tropics, heating in arctic). Moderate if not working (crew discomfort, potential heat stress).",5,Process
18322,Insulation,"Could refer to thermal insulation in accommodation (for temperature/noise). Unless causing severe sweat/condensation issues (mold), minor.",3,Process
18323,Office,"MLC requires ships with > certain crew to have a ship’s office for paperwork. If missing, trivial deficiency.",2,Process
